1분류,2분류,3분류,3분류_정규화,3분류_유형,기존_세부분류,검색상태,출처URL,메모,차수,같은품종_동일유통명,겉모양_유사품종,단면_유사품종,겉색,과육색,사진대체_가능여부,사진대체_주의사항
곡물,밀,밀,밀,원물,곡류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 곡물·잡곡 유통명 15차 보강,15차,,,,,,조건부 가능,
곡물,밀,밀쌀,밀쌀,품종·별칭,곡류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 곡물·잡곡 유통명 15차 보강,15차,,,,,,조건부 가능,
곡물,밀,밀알,밀알,품종·별칭,곡류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 곡물·잡곡 유통명 15차 보강,15차,,,,,,조건부 가능,
곡물,밀,박력분,박력분,품종·별칭,곡류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 곡물·잡곡 유통명 15차 보강,15차,,,,,,조건부 가능,
곡물,밀,박력분밀,박력분밀,표기변형,곡류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,기존 '박력분'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
곡물,밀,백강밀,백강밀,품종·별칭,곡류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 곡물·잡곡 유통명 15차 보강,15차,,,,,,조건부 가능,
곡물,밀,백밀,백밀,품종·별칭,곡류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 곡물·잡곡 유통명 15차 보강,15차,,,,,,조건부 가능,
곡물,밀,부안우리밀,부안우리밀,산지,곡류,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,국내 대표 산지·지역 특산 곡물·잡곡 유통명 15차 보강,15차,,,,,,조건부 가능,
곡물,밀,새금강밀,새금강밀,품종·별칭,곡류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 곡물·잡곡 유통명 15차 보강,15차,,,,,,조건부 가능,
곡물,밀,생밀,생밀,품종·별칭,곡류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 곡물·잡곡 유통명 15차 보강,15차,,,,,,조건부 가능,
곡물,밀,앉은뱅이밀,앉은뱅이밀,품종·별칭,곡류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 곡물·잡곡 유통명 15차 보강,15차,,,,,,조건부 가능,
곡물,밀,우리밀,우리밀,품종·별칭,곡류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 곡물·잡곡 유통명 15차 보강,15차,,,,,,조건부 가능,
곡물,밀,적밀,적밀,품종·별칭,곡류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 곡물·잡곡 유통명 15차 보강,15차,,,,,,조건부 가능,
곡물,밀,제면용밀,제면용밀,품종·별칭,곡류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 곡물·잡곡 유통명 15차 보강,15차,,,,,,조건부 가능,
곡물,밀,제빵용밀,제빵용밀,품종·별칭,곡류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 곡물·잡곡 유통명 15차 보강,15차,,,,,,조건부 가능,
곡물,밀,조경밀,조경밀,품종·별칭,곡류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 곡물·잡곡 유통명 15차 보강,15차,,,,,,조건부 가능,
곡물,밀,중력분,중력분,품종·별칭,곡류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 곡물·잡곡 유통명 15차 보강,15차,,,,,,조건부 가능,
곡물,밀,중력분밀,중력분밀,표기변형,곡류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,기존 '중력분'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
곡물,밀,중모2008,중모2008,품종·별칭,곡류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 곡물·잡곡 유통명 15차 보강,15차,,,,,,조건부 가능,
곡물,밀,중모2008밀,중모2008밀,표기변형,곡류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,기존 '중모2008'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
곡물,밀,진주앉은뱅이밀,진주앉은뱅이밀,산지,곡류,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,국내 대표 산지·지역 특산 곡물·잡곡 유통명 15차 보강,15차,,,,,,조건부 가능,
곡물,밀,통밀,통밀,품종·별칭,곡류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 곡물·잡곡 유통명 15차 보강,15차,,,,,,조건부 가능,
곡물,밀,통밀쌀,통밀쌀,품종·별칭,곡류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 곡물·잡곡 유통명 15차 보강,15차,,,,,,조건부 가능,
곡물,밀,합천우리밀,합천우리밀,산지,곡류,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,국내 대표 산지·지역 특산 곡물·잡곡 유통명 15차 보강,15차,,,,,,조건부 가능,
곡물,밀,황금알밀,황금알밀,품종·별칭,곡류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 곡물·잡곡 유통명 15차 보강,15차,,,,,,조건부 가능,
곡물,밤,공주밤,공주밤,산지,견과·종실,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,국내 대표 산지·지역 특산 견과·특용 유통명 13차 보강,13차,,,,,,조건부 가능,
곡물,밤,광양밤,광양밤,산지,견과·종실,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,국내 대표 산지·지역 특산 견과·특용 유통명 13차 보강,13차,,,,,,조건부 가능,
곡물,밤,광은밤,광은밤,품종·별칭,견과·종실,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 견과·특용 유통명 13차 보강,13차,,,,,,조건부 가능,
곡물,밤,군밤,군밤,품종·별칭,견과·종실,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 견과·특용 유통명 13차 보강,13차,,,,,,조건부 가능,
곡물,밤,단택밤,단택밤,품종·별칭,견과·종실,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 견과·특용 유통명 13차 보강,13차,,,,,,조건부 가능,
곡물,밤,대보밤,대보밤,품종·별칭,견과·종실,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 견과·특용 유통명 13차 보강,13차,,,,,,조건부 가능,
곡물,밤,맛밤,맛밤,품종·별칭,견과·종실,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 견과·특용 유통명 13차 보강,13차,,,,,,조건부 가능,
곡물,밤,밤,밤,원물,견과·종실,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 견과·특용 유통명 13차 보강,13차,,,,,,조건부 가능,
곡물,밤,밤채,밤채,품종·별칭,견과·종실,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 견과·특용 유통명 13차 보강,13차,,,,,,조건부 가능,
곡물,밤,백중밤,백중밤,품종·별칭,견과·종실,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 견과·특용 유통명 13차 보강,13차,,,,,,조건부 가능,
곡물,밤,병고밤,병고밤,품종·별칭,견과·종실,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 견과·특용 유통명 13차 보강,13차,,,,,,조건부 가능,
곡물,밤,부여밤,부여밤,산지,견과·종실,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,국내 대표 산지·지역 특산 견과·특용 유통명 13차 보강,13차,,,,,,조건부 가능,
곡물,밤,산청밤,산청밤,산지,견과·종실,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,국내 대표 산지·지역 특산 견과·특용 유통명 13차 보강,13차,,,,,,조건부 가능,
곡물,밤,생밤,생밤,품종·별칭,견과·종실,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 견과·특용 유통명 13차 보강,13차,,,,,,조건부 가능,
곡물,밤,알밤,알밤,품종·별칭,견과·종실,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 견과·특용 유통명 13차 보강,13차,,,,,,조건부 가능,
곡물,밤,옥광밤,옥광밤,품종·별칭,견과·종실,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 견과·특용 유통명 13차 보강,13차,,,,,,조건부 가능,
곡물,밤,왕유밤,왕유밤,품종·별칭,견과·종실,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 견과·특용 유통명 13차 보강,13차,,,,,,조건부 가능,
곡물,밤,은기밤,은기밤,품종·별칭,견과·종실,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 견과·특용 유통명 13차 보강,13차,,,,,,조건부 가능,
곡물,밤,이평밤,이평밤,품종·별칭,견과·종실,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 견과·특용 유통명 13차 보강,13차,,,,,,조건부 가능,
곡물,밤,축파밤,축파밤,품종·별칭,견과·종실,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 견과·특용 유통명 13차 보강,13차,,,,,,조건부 가능,
곡물,밤,충주밤,충주밤,산지,견과·종실,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,국내 대표 산지·지역 특산 견과·특용 유통명 13차 보강,13차,,,,,,조건부 가능,
곡물,밤,하동밤,하동밤,산지,견과·종실,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,국내 대표 산지·지역 특산 견과·특용 유통명 13차 보강,13차,,,,,,조건부 가능,
곡물,밤,햇밤,햇밤,품종·별칭,견과·종실,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 견과·특용 유통명 13차 보강,13차,,,,,,조건부 가능,
곡물,보리,강호청보리,강호청보리,품종·별칭,곡류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 곡물·잡곡 유통명 14차 보강,14차,,,,,,조건부 가능,
곡물,보리,겉보리,겉보리,품종·별칭,곡류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 곡물·잡곡 유통명 14차 보강,14차,,,,,,조건부 가능,
곡물,보리,고창보리,고창보리,산지,곡류,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,국내 대표 산지·지역 특산 곡물·잡곡 유통명 14차 보강,14차,,,,,,조건부 가능,
곡물,보리,군산흰찰쌀보리,군산흰찰쌀보리,산지,곡류,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,국내 대표 산지·지역 특산 곡물·잡곡 유통명 14차 보강,14차,,,,,,조건부 가능,
곡물,보리,납작보리,납작보리,품종·별칭,곡류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 곡물·잡곡 유통명 14차 보강,14차,,,,,,조건부 가능,
곡물,보리,늘보리,늘보리,품종·별칭,곡류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 곡물·잡곡 유통명 14차 보강,14차,,,,,,조건부 가능,
곡물,보리,맥주보리,맥주보리,품종·별칭,곡류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 곡물·잡곡 유통명 14차 보강,14차,,,,,,조건부 가능,
곡물,보리,보리,보리,원물,곡류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 곡물·잡곡 유통명 14차 보강,14차,,,,,,조건부 가능,
곡물,보리,보리쌀,보리쌀,품종·별칭,곡류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 곡물·잡곡 유통명 14차 보강,14차,,,,,,조건부 가능,
곡물,보리,새쌀보리,새쌀보리,품종·별칭,곡류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 곡물·잡곡 유통명 14차 보강,14차,,,,,,조건부 가능,
곡물,보리,쌀보리,쌀보리,품종·별칭,곡류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 곡물·잡곡 유통명 14차 보강,14차,,,,,,조건부 가능,
곡물,보리,압맥,압맥,품종·별칭,곡류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 곡물·잡곡 유통명 14차 보강,14차,,,,,,조건부 가능,
곡물,보리,압맥보리,압맥보리,표기변형,곡류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,기존 '압맥'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
곡물,보리,엿기름보리,엿기름보리,품종·별칭,곡류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 곡물·잡곡 유통명 14차 보강,14차,,,,,,조건부 가능,
곡물,보리,영광찰보리,영광찰보리,산지,곡류,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,국내 대표 산지·지역 특산 곡물·잡곡 유통명 14차 보강,14차,,,,,,조건부 가능,
곡물,보리,영양보리,영양보리,품종·별칭,곡류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 곡물·잡곡 유통명 14차 보강,14차,,,,,,조건부 가능,
곡물,보리,제주보리,제주보리,산지,곡류,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,국내 대표 산지·지역 특산 곡물·잡곡 유통명 14차 보강,14차,,,,,,조건부 가능,
곡물,보리,찰보리,찰보리,품종·별칭,곡류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 곡물·잡곡 유통명 14차 보강,14차,,,,,,조건부 가능,
곡물,보리,할맥,할맥,품종·별칭,곡류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 곡물·잡곡 유통명 14차 보강,14차,,,,,,조건부 가능,
곡물,보리,할맥보리,할맥보리,표기변형,곡류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,기존 '할맥'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
곡물,보리,해남보리,해남보리,산지,곡류,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,국내 대표 산지·지역 특산 곡물·잡곡 유통명 14차 보강,14차,,,,,,조건부 가능,
곡물,보리,혜양보리,혜양보리,품종·별칭,곡류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 곡물·잡곡 유통명 14차 보강,14차,,,,,,조건부 가능,
곡물,보리,흑보리,흑보리,품종·별칭,곡류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 곡물·잡곡 유통명 14차 보강,14차,,,,,,조건부 가능,
곡물,보리,흰찰쌀보리,흰찰쌀보리,품종·별칭,곡류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 곡물·잡곡 유통명 14차 보강,14차,,,,,,조건부 가능,
곡물,수수,검정수수,검정수수,품종·별칭,잡곡,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 곡물·잡곡 유통명 14차 보강,14차,,,,,,조건부 가능,
곡물,수수,괴산수수,괴산수수,산지,잡곡,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,국내 대표 산지·지역 특산 곡물·잡곡 유통명 14차 보강,14차,,,,,,조건부 가능,
곡물,수수,남풍찰수수,남풍찰수수,품종·별칭,잡곡,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 곡물·잡곡 유통명 14차 보강,14차,,,,,,조건부 가능,
곡물,수수,단수수,단수수,품종·별칭,잡곡,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 곡물·잡곡 유통명 14차 보강,14차,,,,,,조건부 가능,
곡물,수수,동안메수수,동안메수수,품종·별칭,잡곡,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 곡물·잡곡 유통명 14차 보강,14차,,,,,,조건부 가능,
